number,state,created_at,merged_at,closed_at,title
27385,closed,2024-09-12 22:11:18+00:00,2024-09-19 06:23:06+00:00,2024-09-19 06:23:06+00:00,DOC: Update np.unique_all example to demonstrate namedtuple output
27384,closed,2024-09-12 21:43:11+00:00,2024-09-14 16:32:00+00:00,2024-09-14 16:32:00+00:00,MAINT: Fix a few more typos
27383,open,2024-09-12 21:05:35+00:00,,,add a __dict__ to ufunc objects and use it to allow overriding __doc__
27381,closed,2024-09-12 14:02:02+00:00,2024-09-12 16:00:55+00:00,2024-09-12 16:00:55+00:00,DOC: add vecdot to 'See also' of np.dot and np.inner
27376,closed,2024-09-11 18:25:28+00:00,2024-09-11 19:21:43+00:00,2024-09-11 19:21:43+00:00,MAINT: Fix a few typos - and sometimes improve wording
27372,closed,2024-09-10 17:49:09+00:00,2024-09-10 18:53:32+00:00,2024-09-10 18:53:32+00:00,CI: Update cirrus nightly token
27371,open,2024-09-10 17:01:00+00:00,,,MAINT: Update to spin 0.12
27369,closed,2024-09-10 12:51:20+00:00,2024-09-10 15:42:22+00:00,2024-09-10 15:42:22+00:00,DOC: fix incorrect definitions
27368,closed,2024-09-10 11:36:34+00:00,,2024-09-10 12:51:35+00:00,DOC: fix incorrect definitions 
27365,closed,2024-09-09 17:25:26+00:00,2024-09-09 20:01:55+00:00,2024-09-09 20:01:55+00:00,MAINT: Bump deadsnakes/action from 3.1.0 to 3.2.0
27364,closed,2024-09-09 16:38:49+00:00,2024-10-14 19:10:22+00:00,2024-10-14 19:10:22+00:00,DOC: Update np.*stack doc to reflect behavior
27363,closed,2024-09-09 12:48:49+00:00,2024-09-09 14:07:00+00:00,2024-09-09 14:07:00+00:00,DOC: Remove reshape from appearing twice in toctree
27361,closed,2024-09-09 07:41:24+00:00,2024-09-09 13:41:26+00:00,2024-09-09 13:41:26+00:00,BUILD: fix missing include for std::ptrdiff_t for C++23 language mode
27360,closed,2024-09-08 21:07:23+00:00,2024-09-13 08:24:49+00:00,2024-09-13 08:24:49+00:00,BUG: fix _shrink edge case in np.ma.mask_or
27359,closed,2024-09-08 01:18:50+00:00,2024-09-09 13:43:47+00:00,2024-09-09 13:43:47+00:00,MAINT: fix typo in random.binomial 
27358,closed,2024-09-08 00:12:34+00:00,,2024-09-08 01:26:54+00:00,Fix the typo from density to mass function (PMF)
27357,open,2024-09-07 19:41:23+00:00,,,ENH: Improve Release Notes with AI-functionalities and Bug Fixes 
27356,closed,2024-09-06 17:35:17+00:00,2024-09-06 18:28:33+00:00,2024-09-06 18:28:33+00:00,MAINT: Bump actions/upload-artifact from 4.3.6 to 4.4.0
27355,closed,2024-09-06 17:35:13+00:00,2024-09-06 18:27:51+00:00,2024-09-06 18:27:51+00:00,MAINT: Bump actions/setup-python from 5.1.1 to 5.2.0
27354,closed,2024-09-06 14:40:26+00:00,,2024-09-06 15:40:39+00:00,TESTING do not merge!
27353,closed,2024-09-06 12:17:20+00:00,2024-09-10 22:10:28+00:00,2024-09-10 22:10:28+00:00,"MNT, CI: Use separate jobs for WASM wheel builds/uploads"
27349,closed,2024-09-05 13:09:24+00:00,,2024-09-24 17:23:10+00:00,DOC: Remove section numbers from f2py meson guide
27347,closed,2024-09-05 07:58:07+00:00,2024-09-09 21:26:09+00:00,2024-09-09 21:26:09+00:00,DOC: Mention that c is reassigned but still points to a (quickstart)
27346,closed,2024-09-04 19:49:48+00:00,2024-09-05 01:00:49+00:00,2024-09-05 01:00:49+00:00,"BUG,TYP: Allow subscripting ``iinfo`` and ``finfo`` generic types at runtime, or omit the type params"
27345,open,2024-09-04 16:46:58+00:00,,,ENH: Better handling of nan values in np.unique for multidimensional arrays
27344,closed,2024-09-04 15:23:21+00:00,2024-09-11 15:11:18+00:00,2024-09-11 15:11:19+00:00,MAINT: fix typos
27343,open,2024-09-04 14:31:58+00:00,,,ENH: Add support for flat indexing on flat iterator
27337,closed,2024-09-03 23:53:35+00:00,,2024-09-10 16:59:57+00:00,MAINT: Upgrade to spin 0.11
27335,closed,2024-09-03 23:08:21+00:00,2024-09-21 00:24:45+00:00,2024-09-21 00:24:45+00:00,ENH: Add ``allow_pickle`` flag to ``savez``
27334,closed,2024-09-03 16:58:45+00:00,2024-09-03 20:49:08+00:00,2024-09-03 20:49:08+00:00,TYP: Concrete ``float64`` and ``complex128`` scalar types with builtin bases
27333,closed,2024-09-03 16:24:39+00:00,2024-09-03 17:34:12+00:00,2024-09-03 17:34:12+00:00,MAINT: prepare 2.1.x for further development
27332,closed,2024-09-03 16:07:59+00:00,2024-09-03 20:54:34+00:00,2024-09-03 20:54:34+00:00,MAINT: Update main after 2.1.1 release.
27331,closed,2024-09-03 14:55:47+00:00,2024-09-06 10:37:54+00:00,2024-09-06 10:37:54+00:00,MAINT: GitHub Actions: Replace deprecated macos-12 with macos-latest
27330,closed,2024-09-03 13:24:11+00:00,2024-09-06 16:34:26+00:00,2024-09-06 16:34:26+00:00,Win-arm64 cross compile workflow
27328,closed,2024-09-02 21:23:45+00:00,2024-09-03 12:54:02+00:00,2024-09-03 12:54:02+00:00,REL: Prepare for the NumPy 2.1.1 release [wheel build]
27326,closed,2024-09-02 17:42:32+00:00,2024-09-02 19:06:45+00:00,2024-09-02 19:06:45+00:00,MAINT: Bump actions/upload-artifact from 4.3.6 to 4.4.0
27324,open,2024-09-02 04:39:18+00:00,,,DOC: Removing module name from by-topic docs
27323,closed,2024-09-02 01:25:21+00:00,2024-09-02 15:13:56+00:00,2024-09-02 15:13:56+00:00,TYP: add `ma.zeros_like` and `ma.ones_like` typing
27322,closed,2024-09-01 17:47:33+00:00,2024-09-01 19:15:36+00:00,2024-09-01 19:15:36+00:00,"DOC: Removed reference to deprecated ""newshape"" parameter in numpy.reshape() in the Absolute Beginner's Guide"
27320,closed,2024-09-01 11:00:14+00:00,2024-09-01 15:37:06+00:00,2024-09-01 15:37:06+00:00,"MAINT: increase max line length from 79 to 88, upgrade pycodestyle"
27317,closed,2024-08-30 19:52:30+00:00,,2024-09-09 16:58:52+00:00,ENH: Improve performance in *stack operations for single array
27316,closed,2024-08-30 13:13:06+00:00,2024-08-30 13:58:47+00:00,2024-08-30 13:58:47+00:00,BUILD: update pypy test version
27315,open,2024-08-30 02:35:29+00:00,,,"TST: remove `-DNPY_NO_DEPRECATED_API=0`, now that cython>=3 is required"
27312,closed,2024-08-29 17:16:05+00:00,2024-08-29 18:12:05+00:00,2024-08-29 18:12:05+00:00,MAINT: Bump github/codeql-action from 3.26.5 to 3.26.6
27311,closed,2024-08-29 17:15:51+00:00,2024-08-29 18:11:34+00:00,2024-08-29 18:11:34+00:00,MAINT: Bump actions/setup-python from 5.1.1 to 5.2.0
27309,open,2024-08-29 11:59:00+00:00,,,MAINT: Start applying ruff/Pyflakes rules (F)
27308,closed,2024-08-29 10:23:40+00:00,,2024-09-11 17:44:50+00:00,MAINT: Start applying pycodestyle error rules (E)
27307,closed,2024-08-29 10:07:10+00:00,2024-08-30 13:41:59+00:00,2024-08-30 13:41:59+00:00,MAINT: Apply ruff/pycodestyle warning rules (W)
27304,closed,2024-08-28 19:31:01+00:00,2024-08-28 22:52:57+00:00,2024-08-28 22:52:57+00:00,BUG: f2py: better handle filtering of public/private subroutines
27303,closed,2024-08-28 19:26:19+00:00,2024-08-28 22:53:28+00:00,2024-08-28 22:53:28+00:00,BLD: cp311- macosx_arm64 wheels [wheel build]
27302,closed,2024-08-28 15:26:58+00:00,2024-08-28 16:32:48+00:00,2024-08-28 16:32:48+00:00,BUG: Fix bug in ``doc/neps/tools/build_index.py``
27300,open,2024-08-27 21:15:06+00:00,,,CI: pycodestyle → ruff
27298,closed,2024-08-27 19:04:17+00:00,2024-08-27 19:59:38+00:00,2024-08-27 19:59:38+00:00,MAINT: Apply ruff/flynt rules (FLY)
27297,closed,2024-08-27 19:02:19+00:00,2024-08-30 13:46:13+00:00,2024-08-30 13:46:13+00:00,MAINT: Apply ruff/flake8-raise rules (RSE)
27296,closed,2024-08-27 19:01:06+00:00,2024-08-30 13:39:09+00:00,2024-08-30 13:39:09+00:00,MAINT: Start applying ruff/flake8-comprehensions rules (C4)
27295,closed,2024-08-27 18:55:49+00:00,2024-08-28 14:23:10+00:00,2024-08-28 14:23:10+00:00,MAINT: Start applying rruff/flake8-pie rules (PIE)
27294,closed,2024-08-27 16:29:19+00:00,2024-09-09 17:44:13+00:00,2024-09-09 17:44:13+00:00,BUILD: refactor circleci to use spin [skip actions][skip azp][skip cirrus]
27293,closed,2024-08-27 16:23:21+00:00,2024-08-27 20:20:48+00:00,2024-08-27 20:20:48+00:00,MAINT: Keep applying ruff/flake8-bugbear rules (B)
27292,closed,2024-08-27 15:56:31+00:00,2024-08-28 14:15:48+00:00,2024-08-28 14:15:48+00:00,MAINT: Start applying ruff/flake8-type-checking rules (TCH)
27291,closed,2024-08-27 15:46:25+00:00,2024-08-27 16:39:51+00:00,2024-08-27 16:39:51+00:00,"DOC, MAINT: Fix new typos found by codespell"
27290,closed,2024-08-27 15:22:22+00:00,2024-08-27 16:34:11+00:00,2024-08-27 16:34:11+00:00,MAINT: Keep applying ruff/pyupgrade rules (UP)
27289,closed,2024-08-27 14:58:37+00:00,2024-08-27 20:15:27+00:00,2024-08-27 20:15:27+00:00,MAINT: Start applying ruff rules (RUF)
27288,open,2024-08-27 09:07:03+00:00,,,BUG: Scalar array comparison should return np.bool
27287,closed,2024-08-27 00:07:47+00:00,2024-08-27 00:26:19+00:00,2024-08-27 00:26:20+00:00,MAINT: Update maintenance/2.1.x after the 2.0.2 release
27286,closed,2024-08-26 23:29:23+00:00,2024-08-27 00:02:10+00:00,2024-08-27 00:02:10+00:00,MAINT: Update main after the 2.0.2 release
27285,closed,2024-08-26 22:51:48+00:00,2024-08-26 23:51:55+00:00,2024-08-26 23:51:55+00:00,MAINT: prepare 2.0.x for further development
27284,closed,2024-08-26 21:51:08+00:00,2024-08-28 19:15:40+00:00,2024-08-28 19:15:40+00:00,BLD: cp311- macosx_arm64 wheels [wheel build]
27281,closed,2024-08-26 17:12:49+00:00,2024-08-26 18:15:41+00:00,2024-08-26 18:15:41+00:00,MAINT: Bump github/codeql-action from 3.26.4 to 3.26.5
27280,closed,2024-08-26 15:43:51+00:00,2024-08-26 17:15:26+00:00,2024-08-26 17:15:26+00:00,REL: Prepare for the NumPy 2.0.2 release [wheel build]
27279,closed,2024-08-26 14:39:37+00:00,2024-08-26 15:28:27+00:00,2024-08-26 15:28:27+00:00,BUG: Fix array_equal for numeric and non-numeric scalar types
27278,closed,2024-08-26 13:28:45+00:00,2024-08-26 14:37:08+00:00,2024-08-26 14:37:08+00:00,BUG: Fix array_equal for numeric and non-numeric scalar types
27277,closed,2024-08-24 16:00:22+00:00,2024-08-24 17:23:07+00:00,2024-08-24 17:23:07+00:00,DOC/DEV/CI: mambaforge -> miniforge
27276,closed,2024-08-24 14:02:41+00:00,2024-08-24 15:02:03+00:00,2024-08-24 15:02:03+00:00,BUG: Fix #27256 and #27257
27275,closed,2024-08-23 21:06:51+00:00,2024-08-26 07:57:48+00:00,2024-08-26 07:57:48+00:00,BUG: Fix array_equal for numeric and non-numeric scalar types
27272,closed,2024-08-23 10:22:06+00:00,2024-08-24 08:43:33+00:00,2024-08-24 08:43:33+00:00,"ENH: make check-{docs,tutorials} fail on dtype mismatch"
27268,closed,2024-08-22 17:33:58+00:00,2024-08-22 22:04:43+00:00,2024-08-22 22:04:43+00:00,MAINT: Bump github/codeql-action from 3.26.3 to 3.26.4
27267,closed,2024-08-22 14:16:47+00:00,2024-08-22 16:29:58+00:00,2024-08-22 16:29:58+00:00,TST: Add regression test for missing descr in array-interface
27266,closed,2024-08-22 14:12:48+00:00,2024-08-22 15:24:01+00:00,2024-08-22 15:24:01+00:00,BUG: fix reference counting bug in __array_interface__ implementation…
27262,closed,2024-08-21 17:58:30+00:00,2024-08-23 16:05:14+00:00,2024-08-23 16:05:14+00:00,BUG: Fix #27256 and #27257
27261,closed,2024-08-21 17:15:56+00:00,2024-08-21 18:05:32+00:00,2024-08-21 18:05:32+00:00,TST: Add regression test for missing descr in array-interface
27259,closed,2024-08-21 13:03:58+00:00,2024-08-21 14:29:02+00:00,2024-08-21 14:29:02+00:00,BUG: revert unintended change in the return value of set_printoptions
27255,closed,2024-08-20 19:55:26+00:00,2024-08-21 08:56:06+00:00,2024-08-21 08:56:06+00:00,BUG: revert unintended change in the return value of set_printoptions
27252,closed,2024-08-20 15:08:04+00:00,2024-08-20 18:25:16+00:00,2024-08-20 18:25:16+00:00,MAINT: prepare 2.1.x for further development
27249,closed,2024-08-19 21:24:36+00:00,2024-08-21 17:01:15+00:00,2024-08-21 17:01:15+00:00,BUG: fix reference counting bug in __array_interface__ implementation
27247,closed,2024-08-19 18:53:09+00:00,2024-08-19 19:18:52+00:00,2024-08-19 19:18:52+00:00,DOC: update documentation release process
27246,closed,2024-08-19 17:29:24+00:00,2024-08-19 18:29:16+00:00,2024-08-19 18:29:17+00:00,MAINT: Bump github/codeql-action from 3.26.2 to 3.26.3
27243,closed,2024-08-19 13:57:46+00:00,,2024-08-19 14:01:20+00:00,Update README.md 1 (#1)
27242,closed,2024-08-19 13:55:58+00:00,2024-08-20 15:00:54+00:00,2024-08-20 15:00:54+00:00,MAINT: Update main after 2.1.0 release.
27238,closed,2024-08-19 05:35:20+00:00,2024-09-04 10:55:57+00:00,2024-09-04 10:55:57+00:00,DOC: update ``np.unique`` docstring
27237,closed,2024-08-19 03:46:36+00:00,2024-08-30 16:56:44+00:00,2024-08-30 16:56:44+00:00,TYP: Fix several typing issues in ``numpy.polynomial``
27236,closed,2024-08-18 15:48:16+00:00,2024-08-18 17:20:57+00:00,2024-08-18 17:20:57+00:00,REL: Prepare for the NumPy 2.1.0 release [wheel build]
27235,closed,2024-08-18 15:19:06+00:00,2024-09-10 16:03:51+00:00,2024-09-10 16:03:51+00:00,MAINT: MSVC does not support #warning directive
27234,closed,2024-08-17 16:23:01+00:00,2024-08-17 17:51:23+00:00,2024-08-17 17:51:23+00:00,BUG: Allow fitting of degree zero polynomials with Polynomial.fit
27233,closed,2024-08-17 16:08:19+00:00,2024-08-17 16:53:17+00:00,2024-08-17 16:53:17+00:00,DOC: add docs on thread safety in NumPy
27232,closed,2024-08-17 00:17:52+00:00,,2024-10-10 23:26:46+00:00,ENH: Adding ``P.coeffs`` property
27229,closed,2024-08-16 12:54:49+00:00,2024-08-16 14:14:00+00:00,2024-08-16 14:14:01+00:00,BUG: Fix ``PyArray_ZeroContiguousBuffer`` (resize) with struct dtypes
27228,closed,2024-08-16 12:17:45+00:00,2024-08-16 12:36:04+00:00,2024-08-16 12:36:04+00:00,DOC: Remove obsolete note from the top of the 2.0.0 release notes.
27227,closed,2024-08-16 10:22:41+00:00,,2024-08-16 11:30:48+00:00,Removed Redundant py.typed File from NumPy
27226,closed,2024-08-16 08:35:53+00:00,2024-08-16 11:17:45+00:00,2024-08-16 11:17:45+00:00,BUG: Fix ``PyArray_ZeroContiguousBuffer`` (resize) with struct dtypes
27223,closed,2024-08-15 20:55:15+00:00,2024-08-17 16:02:04+00:00,2024-08-17 16:02:04+00:00,DOC: add docs on thread safety in NumPy
27221,closed,2024-08-15 17:31:51+00:00,2024-08-15 18:26:49+00:00,2024-08-15 18:26:49+00:00,MAINT: Bump actions/upload-artifact from 4.3.3 to 4.3.6
27220,closed,2024-08-15 12:36:15+00:00,2024-09-02 16:40:28+00:00,2024-09-02 16:40:28+00:00,TYP: Fixed & improved ``TypeVar`` use for ``numpy.char.chararray``
27219,closed,2024-08-15 12:10:23+00:00,2024-08-16 07:10:38+00:00,2024-08-16 07:10:38+00:00,TYP: Replace ``ellipsis`` with ``types.EllipsisType``
27218,closed,2024-08-15 11:22:56+00:00,2024-09-05 11:49:10+00:00,2024-09-05 11:49:10+00:00,DEV: Add ``.editorconfig`` rules for Python
27217,closed,2024-08-14 22:16:28+00:00,2024-08-15 00:45:05+00:00,2024-08-15 00:45:05+00:00,TYP: Fix incompatible overrides in the ``numpy._typing._ufunc`` stubs
27216,closed,2024-08-14 22:12:09+00:00,2024-08-15 00:43:46+00:00,2024-08-15 00:43:46+00:00,TYP: Fixed & improved type hints for ``numpy.histogram2d``
27215,closed,2024-08-14 17:49:48+00:00,2024-08-14 19:21:12+00:00,2024-08-14 19:21:13+00:00,MAINT: Bump github/codeql-action from 3.26.0 to 3.26.2
27213,closed,2024-08-14 12:39:40+00:00,2024-08-14 14:14:38+00:00,2024-08-14 14:14:38+00:00,BUG: Fix NPY_RAVEL_AXIS on backwards compatible NumPy 2 builds
27211,closed,2024-08-14 04:55:48+00:00,2024-09-02 13:38:06+00:00,2024-09-02 13:38:06+00:00,TYP: Stop using ``Any`` as shape-type default
27210,closed,2024-08-14 02:28:00+00:00,2024-08-30 17:01:24+00:00,2024-08-30 17:01:24+00:00,TYP: Semi-transparent ``numpy.shape`` shape-type annotations.
27209,closed,2024-08-14 02:24:32+00:00,2024-08-14 12:36:15+00:00,2024-08-14 12:36:15+00:00,BUG: Fix NPY_RAVEL_AXIS on backwards compatible NumPy 2 builds
27208,closed,2024-08-13 23:50:35+00:00,2024-08-15 07:55:44+00:00,2024-08-15 07:55:45+00:00,TYP: Disallow scalars and 0d-arrays in ``numpy.nonzero`` 
27207,closed,2024-08-13 22:19:37+00:00,2024-08-14 16:54:13+00:00,2024-08-14 16:54:13+00:00,TYP: Deprecate calling ``numpy.save`` with ``fix_imports`` (PEP 702)
27205,open,2024-08-13 16:55:55+00:00,,,TYP: add td64 overload for ``np.average``
27203,closed,2024-08-13 14:48:46+00:00,2024-08-22 13:06:47+00:00,2024-08-22 13:06:47+00:00,DOC: update PyArray_CheckAxis doc
27202,closed,2024-08-13 14:22:44+00:00,2024-08-13 23:10:16+00:00,2024-08-13 23:10:16+00:00,BUG: Fix NPY_RAVEL_AXIS on backwards compatible NumPy 2 builds
27200,closed,2024-08-12 19:48:04+00:00,2024-08-14 08:11:57+00:00,2024-08-14 08:11:57+00:00,DOC: add free-threading release notes
27198,closed,2024-08-12 18:00:39+00:00,,2024-08-12 19:47:10+00:00,np.setxor1d: always ravel inputs
27197,closed,2024-08-12 16:45:04+00:00,2024-08-12 18:14:08+00:00,2024-08-12 18:14:08+00:00,MAINT: update default NPY_FEATURE_VERSION after dropping py39
27196,closed,2024-08-12 16:42:23+00:00,2024-08-12 18:14:44+00:00,2024-08-12 18:14:44+00:00,BUILD: improve download script
27195,closed,2024-08-12 15:14:03+00:00,2024-08-12 16:36:16+00:00,2024-08-12 16:36:16+00:00,REV: Revert undef I and document it
27193,closed,2024-08-12 13:45:45+00:00,2024-08-12 15:11:08+00:00,2024-08-12 15:11:08+00:00,REV: Revert undef I and document it
27190,closed,2024-08-12 08:52:09+00:00,2024-08-12 11:22:47+00:00,2024-08-12 11:22:47+00:00,BUILD: use a shrunken version of scipy-openblas wheels [wheel build]
27189,closed,2024-08-12 05:35:31+00:00,2024-08-12 12:12:57+00:00,2024-08-12 12:12:57+00:00,MAINT: improve download script
27187,closed,2024-08-11 20:42:12+00:00,2024-08-12 06:28:45+00:00,2024-08-12 06:28:45+00:00,MAINT: update default NPY_FEATURE_VERSION after dropping py39
27184,closed,2024-08-11 17:32:20+00:00,2024-08-12 17:27:36+00:00,2024-08-12 17:27:36+00:00,BUILD: update to OpenBLAS 0.3.28
27182,closed,2024-08-11 11:09:09+00:00,2024-08-11 12:48:45+00:00,2024-08-11 12:48:45+00:00,REV: Revert undef I and document it
27181,closed,2024-08-11 00:02:57+00:00,2024-08-12 11:56:35+00:00,2024-08-12 11:56:36+00:00,DOC: Add release notes for #27008
27180,closed,2024-08-10 23:41:02+00:00,2024-08-12 00:17:41+00:00,2024-08-12 00:17:41+00:00,DOC: Add release notes for #26897
27179,closed,2024-08-10 22:57:53+00:00,2024-08-30 17:03:35+00:00,2024-08-30 17:03:35+00:00,TYP: Improved ``numpy.piecewise`` type-hints
27178,closed,2024-08-10 21:10:50+00:00,2024-08-12 18:16:27+00:00,2024-08-12 18:16:27+00:00,"TYP,TST: Bump mypy to 1.11.1"
27177,closed,2024-08-10 20:37:55+00:00,2024-08-30 17:05:01+00:00,2024-08-30 17:05:01+00:00,TYP: 1-d ``numpy.arange`` return shape-type
27176,closed,2024-08-10 20:25:16+00:00,2024-08-11 12:52:30+00:00,2024-08-11 12:52:30+00:00,REL: Prepare for the NumPy 2.1.0rc1 release [wheel build]
27173,closed,2024-08-10 16:15:52+00:00,2024-08-10 18:01:47+00:00,2024-08-10 18:01:47+00:00,MAINT: Bump pythoncapi-compat version.
27171,closed,2024-08-10 05:54:01+00:00,2024-09-02 15:28:16+00:00,2024-09-02 15:28:16+00:00,"TYP: Shape-typed array constructors: ``numpy.{empty,zeros,ones,full}``"
27169,closed,2024-08-10 04:52:14+00:00,,2024-08-26 13:58:07+00:00,DOC : Added documentation to bench_function_base.py.
27168,closed,2024-08-10 04:13:45+00:00,2024-08-11 05:19:08+00:00,2024-08-11 05:19:08+00:00,DOC: add td64 example in `np.mean`
27166,closed,2024-08-09 22:15:50+00:00,2024-08-10 00:10:20+00:00,2024-08-10 00:10:20+00:00,ENH: fix thread-unsafe C API usages
27164,closed,2024-08-09 20:42:26+00:00,2024-08-11 07:13:35+00:00,2024-08-11 07:13:35+00:00,MAINT: use npy_argparse for einsum
27162,closed,2024-08-09 19:10:36+00:00,2024-08-09 21:14:00+00:00,2024-08-09 21:14:00+00:00,BLD: use smaller scipy-openblas builds
27161,open,2024-08-09 19:08:06+00:00,,,ENH: handle datetime64 for ``_mean``
27160,closed,2024-08-09 18:17:02+00:00,2024-08-15 16:39:25+00:00,2024-08-15 16:39:25+00:00,DEP: Finalize ``bool(empty_array)`` deprecation
27158,closed,2024-08-09 13:49:34+00:00,2024-08-09 14:38:27+00:00,2024-08-09 14:38:27+00:00,CI: Re-enable nightly OpenBLAS test runs
27157,closed,2024-08-09 13:14:28+00:00,2024-08-09 18:33:07+00:00,2024-08-09 18:33:07+00:00,TYP: add td64 overload for `np.mean`
27156,closed,2024-08-09 09:16:28+00:00,2024-08-31 09:13:31+00:00,2024-08-31 09:13:31+00:00,MAINT: Remove any promotion-state switching logic
27154,closed,2024-08-09 03:12:56+00:00,2024-09-02 13:18:56+00:00,2024-09-02 13:18:56+00:00,TYP: Use ``typing_extensions.Self`` in the ``numpy`` stubs
27153,closed,2024-08-09 01:47:11+00:00,2024-08-14 16:57:06+00:00,2024-08-14 16:57:06+00:00,TYP: Fix incompatible overrides in the ``numpy._typing._ufunc`` stubs
27152,closed,2024-08-09 01:40:37+00:00,2024-08-14 17:47:58+00:00,2024-08-14 17:47:58+00:00,TYP: Simplified ufunc imports in ``numpy._typing``
